5505.15	5505.52
5513.31	5513.65
5515.56	5516.05
5519.01	5519.4
5521.84	5522.17
5524.49	5524.71
5527.09	5527.19
5531.21	5531.62
5533.35	5533.56
5535.86	5536.12
5540.13	5540.31
5541.9	5542.37
5545.18	5545.6
5547.39	5547.76
5550.89	5551.48
5554.01	5554.37
5555.39	5555.92
5559.05	5559.36
5564.11	5564.67
5566.34	5566.52
5570.9	5571.57
5575.39	5575.64
5579.12	5581.35
5582.38	5583.31
5591.69	5591.88
5593.98	5594.17
5596.15	5597.35
5598.9	5599.62
5601.81	5602.19
5604.13	5604.48
5605.98	5606.67
5609.27	5609.64
5612.06	5613.32
5616.04	5616.37
5620.85	5621.29
5626.51	5626.98
5628.93	5629.77
5630.63	5631.35
5632.72	5633.46
5634.37	5635.04
5639.05	5639.24
5643.36	5643.54
5646.4	5646.85
5650.93	5651.14
5653.07	5653.52
5654.19	5654.44
5656.07	5656.68
5659.9	5660.23
5661.57	5661.78
5663.23	5663.62
5664.95	5665.23
5665.92	5666.38
5670.29	5670.49
5672.31	5672.81
5674.8	5675.01
5676.61	5677.37
5679.37	5679.61
5681.29	5681.67
5683.04	5683.39
5684.76	5685.69
5687.35	5687.8
5689.8	5689.95
5690.72	5691.01
5692.02	5692.81
5693.61	5694.31
5695.23	5695.63
5697.01	5697.76
5699.59	5699.78
5702.93	5703.17
5704.05	5704.45
5704.98	5705.21
5706.45	5706.55
5710.21	5710.61
5713.06	5713.53
5716.73	5717.03
5721.19	5721.47
5722.92	5723.37
5724.53	5725.12
5726.03	5726.54
5729.45	5730.54
5732.72	5733.35
5734.76	5735.22
5736.09	5736.43
5737.45	5737.81
5742.4	5742.56
5745.43	5746.03
5749.89	5750.99
5755.6	5755.9
5758.23	5758.93
5763.86	5765.79
5766.92	5767.65
5770.74	5771.62
5831.13	5831.25
5832.69	5833.49
5834.33	5834.76
5835.93	5836.94
5840.22	5841.65
5843.53	5844.26
5845.43	5845.75
5847.41	5847.7
5848.42	5848.66
5851.35	5851.74
5854.13	5854.63
5855.45	5855.64
5856.44	5856.95
5860.22	5860.65
5861.4	5861.81
5862.92	5863.11
5865.44	5865.9
5866.76	5867.22
5868.49	5868.65
5869.8	5870.67
5871.67	5872.07
5874.17	5875.58
5876.83	5877.18
5878.42	5878.98
5882.05	5882.32
5885.98	5886.55
5891.88	5892.11
5898.44	5898.75
5904.64	5904.99
5907.05	5907.52
5908.51	5909.17
5910.47	5911.22
5913.0	5913.27
5914.58	5915.02
5917.11	5917.93
5919.78	5921.33
5922.64	5922.98
5925.58	5927.2
5930.69	5931.64
5932.47	5933.19
5936.45	5936.74
5938.23	5939.31
5942.23	5942.34
5943.9	5944.25
5945.14	5946.09
5946.77	5947.15
5947.76	5948.18
5950.34	5950.8
5952.2	5952.34
5954.07	5954.61
5955.86	5956.14
5958.99	5959.31
5960.48	5962.63
5963.68	5964.14
5965.16	5965.3
5966.67	5967.53
5968.13	5968.55
5970.22	5970.72
5971.43	5971.92
5972.94	5973.27
5974.15	5974.9
5977.17	5977.73
5980.14	5980.47
5981.44	5981.61
5985.48	5986.61
5987.51	5988.18
5992.41	5993.27
5994.45	5995.06
5997.07	5997.25
5998.24	5998.64
6001.0	6001.8
6003.47	6004.35
6005.83	6006.05
6008.91	6009.11
6010.13	6011.24
6013.99	6014.33
6015.63	6015.94
6018.92	6019.09
6020.51	6021.28
6022.56	6023.11
6024.48	6024.89
6026.31	6026.66
6029.61	6030.19
6032.13	6032.32
6033.05	6033.63
6034.57	6034.94
6035.68	6036.07
6038.4	6038.99
6040.2	6041.05
6043.65	6044.15
6045.17	6045.66
6047.32	6048.3
6050.33	6050.67
6052.14	6053.16
6054.35	6054.85
6057.5	6057.76
6061.22	6062.27
6063.61	6064.27
6066.25	6068.93
6069.78	6075.92
6077.77	6078.17
6080.39	6081.05
6083.16	6083.41
6084.48	6084.81
6085.57	6086.02
6088.25	6089.09
6092.2	6092.42
6094.75	6095.55
6097.85	6097.95
6099.02	6099.33
6100.7	6101.6
6103.68	6104.34
6107.48	6107.69
6108.67	6109.06
6109.63	6110.6
6112.06	6112.48
6113.67	6114.15
6115.16	6115.75
6117.51	6119.05
6121.26	6121.65
6123.18	6124.34
6125.28	6125.68
6126.73	6126.95
6130.57	6131.15
6132.26	6132.67
6135.95	6136.15
6138.85	6139.28
6139.85	6140.27
6140.88	6141.15
6143.69	6144.53
6146.76	6147.34
6148.57	6148.97
6150.6	6151.17
6152.28	6153.81
6154.53	6154.77
6159.7	6160.06
6162.82	6163.0
6164.17	6164.32
6166.88	6167.31
6167.88	6168.43
6171.36	6172.3
6173.81	6174.34
6175.77	6176.32
6178.5	6179.33
6180.78	6181.6
6184.19	6184.98
6188.33	6188.64
6192.14	6192.72
6196.26	6198.41
6201.1	6204.05
6205.64	6206.77
6209.95	6210.1
6211.13	6211.75
6216.98	6217.23
6218.51	6218.81
6223.0	6223.5
6225.51	6226.06
6227.11	6228.64
6231.68	6232.02
6233.92	6236.84
6237.59	6237.92
6238.74	6239.05
6241.07	6242.26
6246.72	6247.07
6248.58	6249.06
6250.81	6251.2
6253.03	6253.57
6255.15	6255.67
6259.84	6260.6
6263.26	6264.17
6266.7	6267.3
6270.57	6270.94
6277.88	6278.35
6283.32	6284.58
6288.11	6289.24
6291.56	6292.11
6294.28	6294.88
6298.75	6299.09
6300.93	6301.11
6301.85	6302.03
6302.8	6303.14
6304.68	6305.17
6306.66	6307.76
6310.3	6310.81
6313.42	6314.13
6316.98	6317.51
6321.2	6321.74
6323.13	6324.22
6325.67	6326.36
6328.08	6329.26
6331.16	6331.55
6332.59	6334.53
6337.3	6338.25
6340.09	6343.35
6345.49	6346.84
6348.22	6349.17
6350.72	6352.88
6354.25	6354.56
6356.11	6356.86
6357.67	6357.81
6361.6	6361.97
6365.8	6366.01
6366.89	6367.41
6368.95	6369.07
6371.88	6373.7
6376.58	6377.69
6379.8	6380.31
6383.06	6383.49
6386.13	6387.95
6390.98	6391.59
6396.86	6397.51
6398.31	6399.34
6400.77	6401.61
6402.25	6402.67
6403.65	6405.06
6406.17	6406.74
6409.58	6410.31
6413.69	6414.35
6415.68	6416.51
6418.24	6418.81
6420.35	6420.72
6422.13	6424.36
6426.77	6428.34
6433.81	6434.48
6435.51	6436.05
6438.18	6438.5
6441.64	6444.27
6445.02	6445.43
6446.33	6447.69
6448.6	6449.18
6452.76	6454.32
6455.91	6456.13
6457.09	6458.94
6459.64	6460.47
6461.2	6461.81
6463.43	6464.17
6465.91	6466.53
6467.78	6468.81
6470.48	6471.07
6472.15	6475.0
6476.27	6477.43
6478.52	6479.31
6479.61	6481.1
6483.2	6483.5
6484.47	6486.0
6486.84	6489.39
6490.68	6491.2
6492.14	6493.09
6496.0	6496.09
6498.05	6498.45
6500.01	6500.72
6504.81	6505.93
6506.98	6507.6
6510.06	6512.51
6513.32	6514.18
6515.31	6515.59
6516.53	6517.9
6520.17	6524.39
6527.75	6528.42
6530.5	6531.02
6531.83	6532.33
6533.18	6533.58
6534.49	6535.95
6537.0	6537.49
6540.24	6540.78
6541.81	6542.58
6543.89	6544.34
6545.2	6545.7
6546.75	6547.13
6548.83	6549.24
6552.19	6553.63
6558.55	6559.14
6564.67	6565.08
6567.42	6568.4
6569.72	6571.93
6573.2	6573.59
6574.55	6574.61
6575.49	6575.97
6578.09	6578.89
6581.77	6583.28
6585.32	6585.85
6586.86	6589.24
6589.66	6590.85
6591.69	6592.16
6593.32	6593.45
6594.36	6595.05
6596.85	6597.15
6597.89	6598.2
6599.77	6600.86
6601.74	6602.77
6603.61	6604.11
6604.98	6605.31
6606.33	6606.65
6607.26	6607.59
6608.38	6608.59
6610.13	6611.69
6612.48	6612.97
6614.32	6616.5
6620.14	6620.66
6621.44	6622.14
6625.94	6626.93
6627.9	6628.06
6630.51	6631.45
6632.75	6633.03
6637.76	6639.31
6640.22	6640.92
6641.9	6642.41
6644.08	6644.64
6646.09	6646.52
6647.32	6647.72
6648.58	6649.26
6651.27	6653.1
6654.57	6656.47
6657.98	6659.38
6661.58	6662.53
6663.93	6664.85
6666.03	6666.14
6668.68	6669.1
6669.95	6670.59
6671.75	6673.17
6674.69	6676.55
6679.09	6679.36
6680.8	6681.68
6682.73	6684.18
6685.68	6686.9
6688.09	6688.98
6689.64	6691.69
6693.34	6695.44
6696.91	6698.26
6699.69	6702.8
6703.97	6704.27
6705.48	6705.97
6706.59	6707.08
6708.52	6709.26
6710.75	6711.11
6714.16	6714.55
6716.92	6717.16
6718.19	6719.23
6719.68	6721.26
6723.14	6724.4
6725.65	6726.16
6727.08	6728.77
6730.67	6731.49
6732.4	6732.74
6734.68	6735.11
6736.13	6736.28
6738.26	6738.55
6740.48	6741.18
6743.83	6744.76
6747.39	6748.03
6750.66	6752.05
6754.0	6759.25
6763.31	6763.47
6764.28	6764.95
6765.89	6766.09
6766.86	6767.24
6768.31	6769.26
6769.93	6770.48
6771.48	6771.84
6772.78	6773.65
6775.19	6775.73
6778.53	6779.22
6779.64	6782.28
6787.64	6788.65
6790.99	6792.75
6796.82	6797.99
6803.05	6803.55
6805.95	6806.32
6808.02	6808.55
6812.92	6814.38
6815.44	6816.0
