4801.29	4801.46
4803.21	4803.49
4810.15	4810.29
4812.55	4812.65
4817.42	4817.57
4818.49	4818.7
4819.84	4820.09
4824.79	4825.1
4829.85	4830.26
4834.95	4835.11
4841.2	4841.28
4842.27	4842.4
4845.96	4846.1
4849.94	4850.44
4852.18	4852.36
4856.84	4857.1
4859.32	4859.4
4860.52	4860.68
4862.81	4862.94
4867.11	4867.27
4870.38	4870.52
4876.76	4877.22
4879.49	4879.76
4883.07	4883.34
4884.22	4884.39
4892.22	4892.53
4894.93	4895.17
4897.45	4897.72
4898.15	4899.13
4905.67	4906.46
4916.51	4916.76
4919.36	4919.53
4921.3	4921.49
4929.18	4929.78
4932.37	4932.68
4936.65	4936.84
4940.26	4940.63
4941.8	4942.14
4943.29	4943.55
4944.95	4945.17
4950.92	4951.24
4955.28	4956.17
4959.99	4960.6
4962.85	4963.07
4966.92	4967.05
4969.12	4969.51
4972.39	4972.63
4974.79	4975.03
4975.69	4975.86
4980.82	4980.99
4990.28	4990.49
4994.45	4994.67
4999.89	5000.01
5003.09	5003.38
5011.34	5011.48
5015.64	5015.81
5017.18	5017.27
5021.02	5021.23
5023.8	5024.01
5025.87	5026.2
5032.19	5032.51
5032.99	5033.29
5044.61	5044.97
5045.73	5045.95
5049.17	5049.35
5050.85	5051.14
5052.24	5052.46
5053.54	5053.73
5054.98	5055.18
5056.29	5056.54
5059.04	5059.46
5060.65	5061.62
5062.44	5062.73
5065.49	5065.61
5070.52	5070.67
5074.18	5074.39
5082.62	5082.84
5084.55	5084.89
5093.06	5093.22
5095.54	5095.7
5101.7	5102.02
5104.7	5104.92
5106.77	5107.1
5109.92	5110.02
5116.1	5116.32
5117.43	5117.64
5120.95	5121.14
5122.37	5122.48
5134.04	5134.46
5139.93	5140.53
5144.09	5144.39
5146.95	5147.15
5151.26	5151.51
5165.74	5165.86
5169.93	5170.24
5174.37	5175.04
5186.87	5187.2
5189.94	5190.76
5194.3	5194.48
5199.11	5199.29
5201.52	5201.82
5206.96	5207.44
5216.9	5217.04
5226.06	5226.26
5228.78	5229.4
5232.06	5232.26
5236.63	5236.85
5241.81	5242.09
5244.71	5245.29
5256.32	5256.59
5261.04	5261.34
5272.55	5272.79
5276.42	5276.61
5279.36	5279.64
5280.9	5281.3
5282.67	5282.82
5286.04	5286.89
5290.11	5290.32
5291.2	5291.64
5299.12	5299.62
5301.54	5301.68
5302.74	5302.94
5306.69	5307.02
5309.47	5309.85
5316.05	5316.27
5322.34	5322.49
5323.04	5323.21
5324.61	5324.94
5331.88	5332.32
5334.45	5334.63
5335.22	5335.71
5337.14	5337.39
5338.63	5339.07
5341.69	5342.21
5344.99	5345.34
5351.48	5351.76
5352.63	5352.93
5354.23	5355.47
5357.62	5357.85
5358.45	5358.73
5359.9	5360.88
5363.27	5363.9
5365.78	5366.18
5366.94	5367.06
5370.35	5370.6
5374.14	5374.44
5375.62	5375.97
5378.61	5379.12
5379.97	5380.47
5382.62	5382.72
5384.1	5384.28	
5388.65	5388.86
5392.55	5392.67
5395.49	5395.94
5399.78	5400.02
5408.38	5408.61
5410.28	5410.45
5412.09	5412.37
5415.73	5416.05
5417.43	5417.74
5419.47	5419.82
5422.81	5423.28
5427.37	5427.77
5428.2	5428.49
5431.8	5431.99
5435.39	5435.53
5439.52	5440.13
5441.62	5441.98
5443.72	5443.94
5445.63	5445.95
5449.99	5450.46
5458.37	5459.03
5461.8	5462.18
5464.72	5465.37
5468.62	5468.93
5475.7	5475.99
5477.3	5477.44
5478.84	5479.76
5482.59	5482.74
5486.26	5486.61
5491.17	5491.37
5496.86	5496.99
5498.61	5499.03
5499.8	5500.43
5502.42	5502.62
